"Anno di Riferimento";"Codice Voce Contabile";"Descrizione Voce Contabile";"Importo Totale";"Data Aggiornamento";
"2011";"A04000";"A.4) Compartecipazione alla spesa per prestazioni sanitarie (ticket)";1352000000.00;"04/06/2013";
"2011";"A04005";"A.4.A) Compartecipazione alla spesa per prestazioni sanitarie - Ticket sulle prestazioni di specialistica ambulatoriale";1204082000.00;"04/06/2013";
"2011";"A04010";"A.4.B) Compartecipazione alla spesa per prestazioni sanitarie - Ticket sul pronto soccorso";23154000.00;"04/06/2013";
"2011";"A04015";"A.4.C) Compartecipazione alla spesa per prestazioni sanitarie (ticket)- Altro";124764000.00;"04/06/2013";
"2011";"A05000";"A.5)  Costi capitalizzati";1581814000.00;"04/06/2013";
"2011";"A05005";"A.5.A)  Costi capitalizzati da utilizzo finanziamenti per investimenti (Costi Sterilizzati)";1562570000.00;"04/06/2013";
"2011";"A05010";"A.5.A.1) Costi capitalizzati da utilizzo finanziamenti per investimenti da Regione";1354870000.00;"04/06/2013";
"2011";"A05015";"A.5.A.2) Costi capitalizzati da utilizzo finanziamenti per investimenti dallo Stato";79273000.00;"15/03/2013";
"2011";"A05020";"A.5.A.3) Costi capitalizzati da utilizzo altre poste del patrimonio netto";128427000.00;"15/03/2013";
"2011";"A05025";"A.5.B)  Costi capitalizzati per costi sostenuti in economia";19244000.00;"15/03/2013";
"2011";"A99999";"Totale valore della produzione (A)";115710000000.00;"04/06/2013";
"2011";"B01000";"B.1)  Acquisti di beni";15143017000.00;"04/06/2013";
"2011";"B01005";"B.1.A)  Acquisti di beni sanitari";14457186000.00;"04/06/2013";
"2011";"B01010";"B.1.A.1)  Prodotti farmaceutici ed emoderivati";7580645000.00;"04/06/2013";
"2011";"B01015";"B.1.A.2)  Ossigeno";204312000.00;"04/06/2013";
"2011";"B01020";"B.1.A.3)  Prodotti dietetici";79628000.00;"04/06/2013";
"2011";"B01025";"B.1.A.4)  Materiali per la profilassi (vaccini)";266992000.00;"04/06/2013";
"2011";"B01030";"B.1.A.5)  Materiali diagnostici prodotti chimici";1503773000.00;"04/06/2013";
"2011";"B01035";"B.1.A.6)  Materiali diagnostici, lastre RX, mezzi di contrasto per RX, carta per ECG, ECG, etc.";191610000.00;"04/06/2013";
"2011";"B01040";"B.1.A.7)   Presidi chirurgici e materiali sanitari";2706397000.00;"04/06/2013";
"2011";"B01045";"B.1.A.8)  Materiali protesici";1470444000.00;"04/06/2013";
"2011";"B01050";"B.1.A.9)  Materiali per emodialisi";294686000.00;"04/06/2013";
"2011";"B01055";"B.1.A.10)  Materiali e Prodotti per uso veterinario";6752000.00;"04/06/2013";
"2011";"B01060";"B.1.A.11)  Altri beni e prodotti sanitari";151947000.00;"04/06/2013";
"2011";"B01070";"B.1.B)  Acquisti di beni non sanitari";685831000.00;"04/06/2013";
"2011";"B01075";"B.1.B.1)  Prodotti alimentari";87037000.00;"04/06/2013";
"2011";"B01080";"B.1.B.2)  Materiali di guardaroba, di pulizia e di convivenza in genere";102758000.00;"04/06/2013";
"2011";"B01085";"B.1.B.3)  Combustibili, carburanti e lubrificanti";154360000.00;"04/06/2013";
"2011";"B01090";"B.1.B.4)  Supporti informatici e cancelleria";152204000.00;"04/06/2013";
"2011";"B01095";"B.1.B.5)  Materiale per la manutenzione";75340000.00;"04/06/2013";
"2011";"B01100";"B.1.B.6)  Altri beni non sanitari";114131000.00;"04/06/2013";
"2011";"B01105";"B.1.B.7)  Beni non sanitari da Asl-AO, IRCCS, Policlinici della Regione";1000.00;"02/07/2012";
"2011";"B02000";"B.2)  Acquisti di servizi";55759578000.00;"04/06/2013";
"2011";"B02005";"B.2.A)   Acquisti servizi sanitari";47982045000.00;"04/06/2013";
"2011";"B02010";"B.2.A.1)   Acquisti servizi sanitari per medicina di base";6641381000.00;"04/06/2013";
"2011";"B02015";"B.2.A.1.1) - da convenzione";6626133000.00;"04/06/2013";
"2011";"B02020";"B.2.A.1.1.A) Spese per assistenza MMG";4554696000.00;"04/06/2013";
"2011";"B02025";"B.2.A.1.1.B) Spese per assistenza PLS";1079031000.00;"04/06/2013";
"2011";"B02030";"B.2.A.1.1.C) Spese per assistenza Continuita' assistenziale";711242000.00;"04/06/2013";
"2011";"B02035";"B.2.A.1.1.D) Altro (medicina dei servizi, psicologi, medici 118, ecc)";281164000.00;"04/06/2013";
"2011";"B02045";"B.2.A.1.3) - da pubblico Mobilita' ( Extra Regione)";15248000.00;"04/06/2013";
"2011";"B02050";"B.2.A.2)   Acquisti servizi sanitari per farmaceutica";10336421000.00;"04/06/2013";
"2011";"B02055";"B.2.A.2.1) - da convenzione";10268179000.00;"04/06/2013";
"2011";"B02065";"B.2.A.2.3) - da pubblico ( extra Regione)";68242000.00;"04/06/2013";
"2011";"B02070";"B.2.A.3)   Acquisti servizi sanitari per assistenza specialistica ambulatoriale";5069075000.00;"04/06/2013";
"2011";"B02075";"B.2.A.3.1)  - da pubblico (Asl-AO, IRCCS, Policlinici della Regione)-  Mobilita' intraregionale";73000.00;"28/06/2012";
"2011";"B02080";"B.2.A.3.2)  - da pubblico (altri soggetti pubbl. della Regione)";93769000.00;"04/06/2013";
"2011";"B02085";"B.2.A.3.3)  - da pubblico (extra Regione)";401138000.00;"04/06/2013";
"2011";"B02090";"B.2.A.3.4)  - da privato - Medici SUMAI";973724000.00;"04/06/2013";
"2011";"B02095";"B.2.A.3.5)  - da privato";3499374000.00;"04/06/2013";
"2011";"B02100";"B.2.A.3.5.A) Servizi sanitari per assistenza specialistica da IRCCS Privati e Policl.privati";372523000.00;"15/03/2013";
"2011";"B02105";"B.2.A.3.5.B) Servizi sanitari per assistenza specialistica da Ospedali Classificati privati";266241000.00;"13/03/2013";
"2011";"B02110";"B.2.A.3.5.C) Servizi sanitari per assistenza specialistica da Case di Cura Private";869075000.00;"04/06/2013";
"2011";"B02115";"B.2.A.3.5.D) Servizi sanitari per assistenza specialistica da altri soggetti privati";1991535000.00;"04/06/2013";
"2011";"B02120";"B.2.A.3.6)  - da privato per cittadini non residenti - extraregione (mobilita' attiva in compensazione)";100997000.00;"15/03/2013";
"2011";"B02125";"B.2.A.4)   Acquisti servizi sanitari per assistenza riabilitativa";1953930000.00;"04/06/2013";
"2011";"B02135";"B.2.A.4.2)  - da pubblico (altri soggetti pubbl. della Regione)";100870000.00;"15/03/2013";
"2011";"B02140";"B.2.A.4.3)  - da pubblico (extra Regione) non soggetto a compensazione";586000.00;"15/03/2013";
"2011";"B02145";"B.2.A.4.4)  - da privato (intraregionale ed extraregionale)";1852474000.00;"04/06/2013";
"2011";"B02150";"B.2.A.5)   Acquisti servizi sanitari per assistenza integrativa e protesica";1935992000.00;"04/06/2013";
"2011";"B02160";"B.2.A.5.2)  - da pubblico (altri soggetti pubbl. della Regione)";8343000.00;"04/06/2013";
"2011";"B02165";"B.2.A.5.3)  - da pubblico (extra Regione)";995000.00;"04/06/2013";
"2011";"B02170";"B.2.A.5.4)  - da privato";1926654000.00;"04/06/2013";
"2011";"B02175";"B.2.A.6)   Acquisti servizi sanitari per assistenza ospedaliera";10973914000.00;"04/06/2013";
"2011";"B02185";"B.2.A.6.2)  - da pubblico (altri soggetti pubbl. della Regione)";241332000.00;"04/06/2013";
"2011";"B02190";"B.2.A.6.3)  - da pubblico (extra Regione)";2333139000.00;"04/06/2013";
"2011";"B02195";"B.2.A.6.4)  - da privato";7441748000.00;"04/06/2013";
"2011";"B02200";"B.2.A.6.4.A) Servizi sanitari per assistenza ospedaliera da IRCCS Privati e Policlinici privati";1490301000.00;"15/03/2013";
"2011";"B02205";"B.2.A.6.4.B) Servizi sanitari per assistenza ospedaliera da Ospedali Classificati privati";1064728000.00;"15/03/2013";
"2011";"B02210";"B.2.A.6.4.C) Servizi sanitari per assistenza ospedaliera da Case di Cura Private";4520292000.00;"04/06/2013";
"2011";"B02215";"B.2.A.6.4.D) Servizi sanitari per assistenza ospedaliera da altri soggetti privati";366427000.00;"04/06/2013";
"2011";"B02220";"B.2.A.6.5)  - da privato per cittadini non residenti - extraregione (mobilita' attiva in compensazione)";957695000.00;"15/03/2013";
"2011";"B02225";"B.2.A.7)   Acquisto prestazioni di psichiatria residenziale e semiresidenziale";898921000.00;"04/06/2013";
"2011";"B02235";"B.2.A.7.2)  - da pubblico (altri soggetti pubbl. della Regione)";14742000.00;"15/03/2013";
"2011";"B02240";"B.2.A.7.3)  - da pubblico (extra Regione) - non soggette a compensazione";518000.00;"04/06/2013";
"2011";"B02245";"B.2.A.7.4)  - da privato(intraregionale ed extraregionale)";883661000.00;"04/06/2013";
"2011";"B02250";"B.2.A.8)   Acquisto prestazioni di distribuzione farmaci e File F";514247000.00;"04/06/2013";
"2011";"B02255";"B.2.A.8.1)  - da pubblico (Asl-AO, IRCCS, Policlinici della Regione)-  Mobilita' intraregionale";938000.00;"15/06/2012";
"2011";"B02260";"B.2.A.8.2) - da pubblico (altri soggetti pubbl. della Regione)";10522000.00;"15/03/2013";
"2011";"B02265";"B.2.A.8.3) - da pubblico (extra Regione)";137958000.00;"04/06/2013";
"2011";"B02270";"B.2.A.8.4) - da privato";341343000.00;"04/06/2013";
"2011";"B02275";"B.2.A.8.5) - da privato per cittadini non residenti - extraregione (mobilita' attiva in compensazione)";23486000.00;"13/03/2013";
"2011";"B02280";"B.2.A.9)   Acquisto prestazioni termali in convenzione";184275000.00;"04/06/2013";
"2011";"B02290";"B.2.A.9.2) - da pubblico (altri soggetti pubbl. della Regione)";965000.00;"24/07/2012";
"2011";"B02295";"B.2.A.9.3) - da pubblico (extra Regione)";50487000.00;"04/06/2013";
"2011";"B02300";"B.2.A.9.4) - da privato";114829000.00;"04/06/2013";
"2011";"B02305";"B.2.A.9.5) - da privato  per cittadini non residenti - extraregione (mobilita' attiva in compensazione)";17994000.00;"15/03/2013";
"2011";"B02310";"B.2.A.10)   Acquisto prestazioni trasporto sanitari";862167000.00;"04/06/2013";
"2011";"B02320";"B.2.A.10.2) - da pubblico (altri soggetti pubbl. della Regione)";69318000.00;"04/06/2013";
"2011";"B02325";"B.2.A.10.3) - da pubblico (extra Regione)";18719000.00;"04/06/2013";
"2011";"B02330";"B.2.A.10.4) - da privato";774130000.00;"04/06/2013";
"2011";"B02335";"B.2.A.11)   Acquisto prestazioni Socio-Sanitarie a rilevanza sanitaria";4119860000.00;"04/06/2013";
"2011";"B02345";"B.2.A.11.2)  - da pubblico (altri enti pubblici)";795346000.00;"15/03/2013";
"2011";"B02350";"B.2.A.11.3) - da pubblico (extra Regione) non soggette a compensazione";1630000.00;"15/03/2013";
"2011";"B02355";"B.2.A.11.4) - da privato (intraregionale ed extraregionale)";3322884000.00;"04/06/2013";
"2011";"B02360";"B.2.A.12)  Compartecipazione al personale per att. Libero-prof. (intramoenia)";1079961000.00;"04/06/2013";
"2011";"B02365";"B.2.A.13)  Rimborsi, assegni e contributi sanitari";1108471000.00;"04/06/2013";
"2011";"B02370";"B.2.A.13.1)  Contributi ad associazioni di volontariato";50585000.00;"04/06/2013";
"2011";"B02375";"B.2.A.13.2)  Rimborsi per cure all'estero";23748000.00;"04/06/2013";
"2011";"B02380";"B.2.A.13.3)  Contributi per ARPA";390603000.00;"04/06/2013";
"2011";"B02385";"B.2.A.13.4)  Contributi per Agenzie Regionali";45139000.00;"15/03/2013";
"2011";"B02390";"B.2.A.13.5)  Contributo Legge 210/92";100803000.00;"04/06/2013";
"2011";"B02395";"B.2.A.13.6)  Altri rimborsi, assegni e contributi";497139000.00;"04/06/2013";
"2011";"B02400";"B.2.A.13.7)  Rimborsi, assegni e contributi v/Asl-Ao-Irccs-Policlinici della Regione";454000.00;"28/06/2012";
"2011";"B02405";"B.2.A.14)  Consulenze, Collaborazioni,  Interinale e altre prestazioni di lavoro sanitarie e sociosanitarie";1188722000.00;"04/06/2013";
"2011";"B02410";"B.2.A.14.1) Consulenze sanitarie e sociosan. da Asl-AO, IRCCS, Policlinici della Regione";95000.00;"24/07/2012";
"2011";"B02415";"B.2.A.14.2) Consulenze sanitarie e sociosanit. da Terzi - Altri enti pubblici";12947000.00;"04/06/2013";
"2011";"B02420";"B.2.A.14.3) Consulenze, Collaborazioni,  Interinale e altre prestazioni di lavoro sanitarie e socios. da privato";1162083000.00;"04/06/2013";
"2011";"B02425";"B.2.A.14.3.A) Consulenze sanitarie e sociosanitarie da privato";355713000.00;"04/06/2013";
"2011";"B02430";"B.2.A.14.3.B) Collaborazioni coordinate e continuative sanitarie e socios. da privato";103880000.00;"04/06/2013";
"2011";"B02435";"B.2.A.14.3.C) Indennita' a personale universitario -area sanitaria";456275000.00;"04/06/2013";
"2011";"B02440";"B.2.A.14.3.D) Lavoro interninale -area sanitaria";105802000.00;"04/06/2013";
"2011";"B02445";"B.2.A.14.3.E) Altre collaborazioni e prestazioni di lavoro -area sanitaria";140413000.00;"04/06/2013";
"2011";"B02450";"B.2.A.14.4) Rimborso oneri stipendiali del personale sanitario in comando";13597000.00;"04/06/2013";
"2011";"B02460";"B.2.A.14.4.B) Rimborso oneri stipendiali personale sanitario in comando da Regioni, Enti Pubblici e da Universita'";10556000.00;"04/06/2013";
"2011";"B02465";"B.2.A.14.4.C) Rimborso oneri stipendiali personale sanitario in comando da aziende di altre Regioni (Extraregione)";3041000.00;"04/06/2013";
"2011";"B02470";"B.2.A.15) Altri servizi sanitari e sociosanitari a rilevanza sanitaria";1114708000.00;"04/06/2013";
"2011";"B02475";"B.2.A.15.1)  Altri servizi sanitari e sociosanitari da pubblico V/Asl-AO, IRCCS, Policlinici d/Regione";1438000.00;"28/06/2012";
"2011";"B02480";"B.2.A.15.2)  Altri servizi sanitari e sociosanitari da pubblico - Altri enti";109503000.00;"04/06/2013";
"2011";"B02485";"B.2.A.15.3) Altri servizi sanitari e sociosanitari da pubblico (extra Regione)";8252000.00;"04/06/2013";
"2011";"B02490";"B.2.A.15.4)  Altri servizi sanitari da privato";993269000.00;"04/06/2013";
"2011";"B02495";"B.2.A.15.5)  Costi per servizi sanitari - Mobilita' internazionale passiva";2246000.00;"29/06/2012";
"2011";"B02500";"B.2.B) Acquisti di servizi non sanitari";7777533000.00;"04/06/2013";
"2011";"B02505";"B.2.B.1) Servizi non sanitari";7362063000.00;"04/06/2013";
"2011";"B02510";"B.2.B.1.1)   Lavanderia";543552000.00;"04/06/2013";
"2011";"B02515";"B.2.B.1.2)   Pulizia";1248067000.00;"04/06/2013";
"2011";"B02520";"B.2.B.1.3)   Mensa";789066000.00;"04/06/2013";
"2011";"B02525";"B.2.B.1.4)   Riscaldamento";532371000.00;"04/06/2013";
"2011";"B02530";"B.2.B.1.5)   Elaborazione dati";317817000.00;"04/06/2013";
"2011";"B02535";"B.2.B.1.6)   Servizi trasporti (non sanitari)";81625000.00;"04/06/2013";
"2011";"B02540";"B.2.B.1.7)   Smaltimento rifiuti";214776000.00;"04/06/2013";
"2011";"B02545";"B.2.B.1.8)   Utenze telefoniche";234870000.00;"04/06/2013";
"2011";"B02550";"B.2.B.1.9)   Utenze elettricita'";659545000.00;"04/06/2013";
"2011";"B02555";"B.2.B.1.10)   Altre utenze";256466000.00;"04/06/2013";
"2011";"B02560";"B.2.B.1.11)  Premi di assicurazione";719368000.00;"04/06/2013";
"2011";"B02565";"B.2.B.1.11.A)  Premi di assicurazione - R.C. Professionale";596404000.00;"04/06/2013";
"2011";"B02570";"B.2.B.1.11.B)  Premi di assicurazione - Altri premi assicurativi";122964000.00;"04/06/2013";
"2011";"B02575";"B.2.B.1.12) Altri servizi non sanitari";1764540000.00;"04/06/2013";
"2011";"B02585";"B.2.B.1.12.B) Altri servizi non sanitari da pubblico";205375000.00;"04/06/2013";
"2011";"B02590";"B.2.B.1.12.C) Altri servizi non sanitari da privato";1559165000.00;"04/06/2013";
"2011";"B02595";"B.2.B.2)  Consulenze, Collaborazioni,  Interinale e altre prestazioni di lavoro non sanitarie";275372000.00;"04/06/2013";
"2011";"B02605";"B.2.B.2.2) Consulenze non sanitarie  da Terzi - Altri enti pubblici";3345000.00;"15/03/2013";
"2011";"B02610";"B.2.B.2.3) Consulenze, Collaborazioni,  Interinale e altre prestazioni di lavoro non sanitarie da privato";261598000.00;"04/06/2013";
"2011";"B02615";"B.2.B.2.3.A) Consulenze non sanitarie da privato";76542000.00;"04/06/2013";
"2011";"B02620";"B.2.B.2.3.B) Collaborazioni coordinate e continuative non sanitarie da privato";35483000.00;"04/06/2013";
"2011";"B02625";"B.2.B.2.3.C) Lavoro interinale -area non sanitaria";92407000.00;"04/06/2013";
"2011";"B02630";"B.2.B.2.3.D) Altre collaborazioni e prestazioni di lavoro -area non sanitaria";57166000.00;"04/06/2013";
"2011";"B02635";"B.2.B.2.4) Rimborso oneri stipendiali del personale non sanitario in comando";10429000.00;"04/06/2013";
"2011";"B02640";"B.2.B.2.4.A) Rimborso oneri stipendiali personale non sanitario in comando da Asl-AO, IRCCS, Policlinici della Regione";50000.00;"25/09/2012";
"2011";"B02645";"B.2.B.2.4.B) Rimborso oneri stipendiali personale non sanitario in comando da Regioni, Enti Pubblici e da Universita'";9650000.00;"04/06/2013";
"2011";"B02650";"B.2.B.2.4.C) Rimborso oneri stipendiali personale non sanitario in comando da aziende di altre Regioni (Extraregione)";729000.00;"13/03/2013";
"2011";"B02655";"B.2.B.3) Formazione (esternalizzata e non)";140098000.00;"04/06/2013";
"2011";"B02660";"B.2.B.3.1) Formazione (esternalizzata e non) da pubblico";60802000.00;"04/06/2013";
"2011";"B02665";"B.2.B.3.2) Formazione (esternalizzata e non) da privato";79296000.00;"04/06/2013";
"2011";"B03000";"B.3)  Manutenzione e riparazione (ordinaria esternalizzata)";1849044000.00;"04/06/2013";
"2011";"B03005";"B.3.A)  Manutenzione e riparazione agli immobili e loro pertinenze";631348000.00;"04/06/2013";
"2011";"B03010";"B.3.B)  Manutenzione e riparazione ai mobili e macchine";167433000.00;"04/06/2013";
"2011";"B03015";"B.3.C)  Manutenzione e riparazione alle attrezzature tecnico-scientifico sanitarie";808887000.00;"04/06/2013";
"2011";"B03020";"B.3.D)  Manutenzione e riparazione per la manut. di automezzi (sanitari e non)";24944000.00;"04/06/2013";
"2011";"B03025";"B.3.E)  Altre manutenzioni e riparazioni";216432000.00;"04/06/2013";
"2011";"B04000";"B.4)   Godimento di beni di terzi";982891000.00;"04/06/2013";
"2011";"B04005";"B.4.A)  Affitti passivi";212849000.00;"04/06/2013";
"2011";"B04010";"B.4.B)  Canoni di noleggio";635055000.00;"04/06/2013";
"2011";"B04015";"B.4.B.1) Canoni di noleggio - area sanitaria";452692000.00;"04/06/2013";
"2011";"B04020";"B.4.B.2) Canoni di noleggio - area non sanitaria";182363000.00;"04/06/2013";
"2011";"B04025";"B.4.C)  Canoni di leasing";134987000.00;"04/06/2013";
"2011";"B04030";"B.4.C.1) Canoni di leasing - area sanitaria";108950000.00;"04/06/2013";
"2011";"B04035";"B.4.C.2) Canoni di leasing - area non sanitaria";26037000.00;"04/06/2013";
"2011";"B05000";"B.5)   Personale del ruolo sanitario";28605268000.00;"04/06/2013";
"2011";"B05005";"B.5.A) Costo del personale dirigente ruolo sanitario";14422972000.00;"04/06/2013";
"2011";"B05010";"B.5.A.1) Costo del personale dirigente medico";13120265000.00;"04/06/2013";
"2011";"B05015";"B.5.A.2) Costo del personale dirigente non medico";1302707000.00;"04/06/2013";
"2011";"B05020";"B.5.B) Costo del personale comparto ruolo sanitario";14182296000.00;"04/06/2013";
"2011";"B05089";"Totale Costo del personale";35644528000.00;"04/06/2013";
"2011";"B06000";"B.6)   Personale del ruolo professionale";138258000.00;"04/06/2013";
"2011";"B06005";"B.6.A) Costo del personale dirigente ruolo professionale";124664000.00;"04/06/2013";
"2011";"B06010";"B.6.B) Costo del personale comparto ruolo professionale";13594000.00;"04/06/2013";
"2011";"B07000";"B.7)   Personale del ruolo tecnico";4073221000.00;"04/06/2013";
"2011";"B07005";"B.7.A) Costo del personale dirigente ruolo tecnico";96484000.00;"04/06/2013";
"2011";"B07010";"B.7.B) Costo del personale comparto ruolo tecnico";3976737000.00;"04/06/2013";
"2011";"B08000";"B.8)   Personale del ruolo amministrativo";2827781000.00;"04/06/2013";
"2011";"B08005";"B.8.A) Costo del personale dirigente ruolo amministrativo";282968000.00;"04/06/2013";
"2011";"B08010";"B.8.B) Costo del personale comparto ruolo amministrativo";2544813000.00;"04/06/2013";
"2011";"B09000";"B.9)   Oneri diversi di gestione";600417000.00;"04/06/2013";
"2011";"B09005";"B.9.A)  Imposte e tasse (escluso Irap e Ires)";109411000.00;"04/06/2013";
"2011";"B09010";"B.9.B)  Perdite su crediti";19936000.00;"04/06/2013";
"2011";"B09015";"B.9.C) Altri oneri diversi di gestione";471070000.00;"04/06/2013";
"2011";"B09020";"B.9.C.1)  Indennita', rimborso spese e oneri sociali per gli Organi Direttivi e Collegio Sindacale";181383000.00;"04/06/2013";
"2011";"B09025";"B.9.C.2)  Altri oneri diversi di gestione";289687000.00;"04/06/2013";
"2011";"B10000";"B.10) Ammortamenti delle immobilizzazioni immateriali";158563000.00;"04/06/2013";
"2011";"B11000";"B.11) Ammortamento dei fabbricati";931136000.00;"04/06/2013";
"2011";"B11005";"B.11.A) Ammortamenti fabbricati non strumentali (disponibili)";18687000.00;"04/06/2013";
"2011";"B11010";"B.11.B) Ammortamenti fabbricati strumentali (indisponibili)";912449000.00;"04/06/2013";
"2011";"B11129";"Totale Ammortamenti delle immobilizzazioni materiali";2289179000.00;"04/06/2013";
"2011";"B12000";"B.12) Ammortamenti delle altre immobilizzazioni materiali";1358043000.00;"04/06/2013";
"2011";"B13000";"B.13) Svalutazione dei crediti";106352000.00;"04/06/2013";
"2011";"B14000";"B.14) Variazione delle rimanenze";-78396000.00;"04/06/2013";
"2011";"B14005";"B.14.A) Variazione rimanenze sanitarie";-81973000.00;"04/06/2013";
"2011";"B14010";"B.14.B) Variazione rimanenze non sanitarie";3577000.00;"04/06/2013";
"2011";"B15000";"B.15) Accantonamenti tipici dell'esercizio";2060188000.00;"04/06/2013";
"2011";"B15005";"B.15.A) Accantonamenti per rischi";998021000.00;"04/06/2013";
"2011";"B15010";"B.15.A.1)  Accantonamenti per cause civili ed oneri processuali";243393000.00;"04/06/2013";
"2011";"B15015";"B.15.A.2)  Accantonamenti per contenzioso personale dipendente";61673000.00;"04/06/2013";
"2011";"B15020";"B.15.A.3) Altri accantonamenti per rischi";692955000.00;"04/06/2013";
"2011";"B15025";"B.15.B) Accantonamenti per premio di operosita'";53661000.00;"04/06/2013";
"2011";"B15030";"B.15.C) Altri accantonamenti";1008506000.00;"04/06/2013";
"2011";"B15035";"B.15.C.1)  Accantonamenti per interessi di mora";93614000.00;"04/06/2013";
"2011";"B15040";"B.15.C.2)  Acc. Rinnovi convenzioni MMG/Pls/MCA ed altri";59509000.00;"04/06/2013";
"2011";"B15045";"B.15.C.3)  Acc. Rinnovi contratt. - dirigenza medica";501000.00;"15/03/2013";
"2011";"B15050";"B.15.C.4)  Acc. Rinnovi contratt.- dirigenza non medica";1000.00;"15/03/2013";
"2011";"B15055";"B.15.C.5)  Acc. Rinnovi contratt.: - comparto";20000.00;"15/03/2013";
"2011";"B15060";"B.15.C.6) Altri accantonamenti";854861000.00;"04/06/2013";
"2011";"B99999";"Totale costi della produzione (B)";114515000000.00;"04/06/2013";
"2011";"C01000";"C.1) Interessi attivi";28826000.00;"04/06/2013";
"2011";"C01005";"C.1.A) Interessi attivi su c/tesoreria";19232000.00;"04/06/2013";
"2011";"C01010";"C.1.B) Interessi attivi su c/c postali e bancari";6310000.00;"04/06/2013";
"2011";"C01015";"C.1.C) Altri interessi attivi";3284000.00;"04/06/2013";
"2011";"C02000";"C.2) Altri proventi";3646000.00;"04/06/2013";
"2011";"C02005";"C.2.A) Proventi da partecipazioni";377000.00;"25/10/2012";
"2011";"C02010";"C.2.B) Proventi finanziari da crediti iscritti nelle immobilizzazioni";3000.00;"27/08/2012";
"2011";"C02015";"C.2.C) Proventi finanziari da titoli iscritti nelle immobilizzazioni";75000.00;"27/08/2012";
"2011";"C02020";"C.2.D) Altri proventi finanziari diversi dai precedenti";3187000.00;"04/06/2013";
"2011";"C02025";"C.2.E) Utili su cambi";4000.00;"27/08/2012";
"2011";"C03000";"C.3)  Interessi passivi";410708000.00;"04/06/2013";
"2011";"C03005";"C.3.A) Interessi passivi su c/c tesoreria";91276000.00;"15/03/2013";
"2011";"C03010";"C.3.B) Interessi passivi su mutui";88894000.00;"04/06/2013";
"2011";"C03015";"C.3.C) Altri interessi passivi";230538000.00;"04/06/2013";
"2011";"C04000";"C.4)  Altri oneri";32239000.00;"04/06/2013";
"2011";"C04005";"C.4.A) Altri oneri finanziari";32216000.00;"04/06/2013";
"2011";"C04010";"C.4.B) Perdite su cambi";23000.00;"13/03/2013";
"2011";"C99999";"Totale proventi e oneri finanziari (C)";-410475000.00;"04/06/2013";
"2011";"D01000";"D.1)  Rivalutazioni";2291000.00;"27/08/2012";
"2011";"D02000";"D.2)  Svalutazioni";1177000.00;"15/03/2013";
"2011";"D99999";"Totale rettifiche di valore di attivita' finanziarie (D)";1114000.00;"15/03/2013";
"2011";"E01000";"E.1) Proventi straordinari";1088307000.00;"04/06/2013";
"2011";"E01005";"E.1.A) Plusvalenze";16993000.00;"04/06/2013";
"2011";"E01010";"E.1.B) Altri proventi straordinari";1071314000.00;"04/06/2013";
"2011";"E01015";"E.1.B.1) Proventi da donazioni e liberalita' diverse";14790000.00;"04/06/2013";
"2011";"E01020";"E.1.B.2) Sopravvenienze attive";636302000.00;"04/06/2013";
"2011";"E01030";"E.1.B.2.2) Sopravvenienze Attive v/terzi";636302000.00;"04/06/2013";
"2011";"E01035";"E.1.B.2.2.A) Sopravvenienze attive v/terzi relative alla mobilita' extraregionale";33047000.00;"15/03/2013";
"2011";"E01040";"E.1.B.2.2.B) Sopravvenienze attive v/terzi relative al personale";52212000.00;"04/06/2013";
"2011";"E01045";"E.1.B.2.2.C) Sopravvenienze attive v/terzi relative alle convenzioni con medici di base";9018000.00;"04/06/2013";
"2011";"E01050";"E.1.B.2.2.D) Sopravvenienze attive v/terzi relative alle convenzioni per la specialistica";10130000.00;"04/06/2013";
"2011";"E01055";"E.1.B.2.2.E) Sopravvenienze attive v/terzi relative all'acquisto prestaz. Sanitarie da operatori accreditati";48572000.00;"04/06/2013";
"2011";"E01060";"E.1.B.2.2.F) Sopravvenienze attive v/terzi relative all'acquisto di beni e servizi";147183000.00;"04/06/2013";
"2011";"E01065";"E.1.B.2.2.G) Altre sopravvenienze attive v/terzi";336140000.00;"04/06/2013";
"2011";"E01070";"E.1.B.3) Insussistenze attive";396973000.00;"04/06/2013";
"2011";"E01080";"E.1.B.3.2) Insussistenze Attive v/terzi";396973000.00;"04/06/2013";
"2011";"E01085";"E.1.B.3.2.A) Insussistenze attive v/terzi relative alla mobilita' extraregionale";4875000.00;"15/03/2013";
"2011";"E01090";"E.1.B.3.2.B) Insussistenze attive v/terzi relative al personale";59069000.00;"04/06/2013";
"2011";"E01095";"E.1.B.3.2.C) Insussistenze attive v/terzi relative alle convenzioni con medici di base";3151000.00;"15/03/2013";
"2011";"E01100";"E.1.B.3.2.D) Insussistenze attive v/terzi relative alle convenzioni per la specialistica";3415000.00;"15/03/2013";
"2011";"E01105";"E.1.B.3.2.E) Insussistenze attive v/terzi relative all'acquisto prestaz. Sanitarie da operatori accreditati";46790000.00;"15/03/2013";
"2011";"E01110";"E.1.B.3.2.F) Insussistenze attive v/terzi relative all'acquisto di beni e servizi";116500000.00;"04/06/2013";
"2011";"E01115";"E.1.B.3.2.G) Altre Insussistenze attive v/terzi";163173000.00;"04/06/2013";
"2011";"E01120";"E.1.B.4) Altri proventi straordinari";23249000.00;"04/06/2013";
